id,character,source,translatedstr
workchr_0105_A_01_00_022(0),Ｐ,（番組も高視聴率を獲得し、大盛況に終わった）,
workchr_0105_A_01_00_023(0),Ｐ,よし、北のポイントを掘ってみようか,
workchr_0105_A_01_00_024(0),雪歩,"ど、動物の骨が大量に見つかったって報告に
ありましたけど、大丈夫なんでしょうか……",
workchr_0105_A_01_00_025(0),雪歩,"い、いやぁぁぁぁぁ～！
い、い、犬が……！　犬がいっぱいですうぅぅぅ！",
workchr_0105_A_01_00_026(0),Ｐ,"（大量の骨は野良犬たちが埋めたもので、
俺たちは大量の犬に追いかけられた）",
workchr_0105_A_01_00_027(0),Ｐ,"（番組的には盛り上がったが、雪歩にはトラウマもの
だったろうな……）",
workchr_0105_A_01_00_028(0),Ｐ,ここは、東のポイントかな,
workchr_0105_A_01_00_029(0),Ｐ,"さて、東のポイントについたけど、
なんか人の気配がしないな",
workchr_0105_A_01_00_030(0),雪歩,"出土品が発見されたって話でしたけど、
何か関係あるんでしょうか？",
workchr_0105_A_01_00_031(0),Ｐ,"（その後、結構な時間発掘作業をしていたが、
何も見つからずその日の撮影は終了した）",
workchr_0105_A_01_00_032(0),Ｐ,"（結果、大きな見せ場を作れず、
番組の放送も延期になってしまった）",
workchr_0105_A_01_00_033(0),Ｐ,うーん、南のポイントかな,
workchr_0105_A_01_00_034(0),Ｐ,"さて、南のポイントについたけど。
……なんだかたくさんの作業者がいるな",
workchr_0105_A_01_00_035(0),雪歩,"え、あ、お、男の人がたくさんですぅ……！
わ、私っ、ここで作業するのは無理ですぅぅぅ！",
workchr_0105_A_01_00_036(0),Ｐ,"（結局、終始雪歩が怯えてしまい、その後の撮影は
中断となり、番組の放送も延期になってしまった）",
workchr_0105_A_01_00_037(0),Ｐ,（今回の仕事は成功だ！）,
workchr_0105_A_01_00_038(0),Ｐ,（今回の仕事は失敗だ。次こそは！）,
workchr_0105_B_01_00_001(0),雪歩,新発売のお茶の、キャンペーンガールですか？,
workchr_0105_B_01_00_002(0),Ｐ,"ああ。どうもその会社の社長が、
雪歩の大ファンらしくてな……。是非、と言われたよ",
workchr_0105_B_01_00_003(0),雪歩,"だ、大ファンなんて、照れちゃいますね……。
私、頑張りますぅ",
workchr_0105_B_01_00_004(0),Ｐ,"そのお茶、新製品としてまだ出たばかりだから
もっと有名にして、売り上げを伸ばしたいそうだ",
workchr_0105_B_01_00_005(0),Ｐ,"それで、お茶に詳しい雪歩なら、
お茶の知名度を上げる方法が浮かぶんじゃないかって",
workchr_0105_B_01_00_006(0),雪歩,"お茶にはちょっぴり詳しい自信がありますけど……。
そういうことは、思いつかないですぅ～",
workchr_0105_B_01_00_007(0),雪歩,"プロデューサーも、
一緒に考えてくれませんか？",
workchr_0105_B_01_00_008(0),Ｐ,うーん、そうだなぁ……,
workchr_0105_B_01_00_009(0),選択肢,"お茶を飲む
姿を見せる",
workchr_0105_B_01_00_010(0),選択肢,"キャッチコピーを
考える",
workchr_0105_B_01_00_011(0),選択肢,"街中で
試飲販売をする",
workchr_0105_B_01_00_012(0),選択肢,"雪歩の考えた
グッズをつける",
workchr_0105_B_01_00_013(0),Ｐ,"雪歩が飲む姿を見せるのがいいかな。
雪歩がお茶を飲む姿を見ると、俺も飲みたくなるし",
workchr_0105_B_01_00_014(0),雪歩,"そ、そうですか？　えへへ……。
私、美味しそうに見えるように頑張りますね！",
workchr_0105_B_01_00_015(0),雪歩,"…………ふ～。うーん、いい香りです～！
味もすっきりしていて、飲みやすいです！",
workchr_0105_B_01_00_016(0),Ｐ,"良い感じじゃないか！　雪歩の表情も相まって、
よりお茶が美味しそうに見える……！",
workchr_0105_B_01_00_017(0),Ｐ,"（雪歩のお茶を飲む姿が美味しそうだと、
ＳＮＳで話題になった）",
workchr_0105_B_01_00_018(0),Ｐ,"（売り上げが伸びたと、
メーカーの社長も大喜びだった！）",
workchr_0105_B_01_00_019(0),Ｐ,"キャッチコピーを考えるのはどうだ？
雪歩はよく詩を書いているし、得意なんじゃないか",
workchr_0105_B_01_00_020(0),雪歩,"え、えっと、詩を書くのは好きですけど、
キャッチコピーなんて、私に書けるのかな……",
workchr_0105_B_01_00_021(0),雪歩,"出来ましたよ、プロデューサー！
『香り高く、透き通る味わいはまるで初雪のよう』",
workchr_0105_B_01_00_022(0),Ｐ,"おおっ！　雪歩らしくて、いいんじゃないか？
よし、それでいこう！",
workchr_0105_B_01_00_023(0),Ｐ,"（雪歩がキャッチコピーを考えたということで、
お茶はそこそこ話題になった）",
workchr_0105_B_01_00_024(0),Ｐ,"（売り上げも上昇しつつあると、
メーカーの社長も喜んでくれた）",
workchr_0105_B_01_00_025(0),Ｐ,"雪歩が試飲販売するのはどうだろう？
街中となると、緊張するとは思うけど……",
workchr_0105_B_01_00_026(0),雪歩,"試飲販売ですか？　やったことがないので、
緊張しますけど、頑張りますぅ",
workchr_0105_B_01_00_027(0),雪歩,"え、えっと、みなさーん、美味しいお茶ですよぉ～。
……こんな感じでしょうか？",
workchr_0105_B_01_00_028(0),Ｐ,"（雪歩が試飲販売をしたことで、
知名度はそれなりに上がったようだ）",
workchr_0105_B_01_00_029(0),Ｐ,"（しかし、売り上げが伸びるほどの影響は
出せず……メーカーの社長も残念そうだった）",
workchr_0105_B_01_00_030(0),Ｐ,"グッズをつけるのが良いと思うぞ！
雪歩のグッズなら、みんな欲しがるよ",
workchr_0105_B_01_00_031(0),雪歩,"そ、そうですかね……？
うーん、どんなグッズがいいかな……？",
workchr_0105_B_01_00_032(0),雪歩,"プロデューサー、茶托なんてどうでしょうか？
こんな感じの、漆塗りのがいいかなって思いますぅ",
workchr_0105_B_01_00_033(0),Ｐ,"（雪歩が考えたグッズは、
コストがかかるということで断られてしまった……）",
workchr_0105_B_01_00_034(0),Ｐ,"（結局、売り上げを伸ばすことができず……
メーカーの社長も残念そうだった）",
workchr_0105_B_01_00_035(0),Ｐ,（今回の仕事は成功だ！）,
workchr_0105_B_01_00_036(0),Ｐ,（今回の仕事は失敗だ。次こそは！）,
workchr_0105_C_01_00_001(0),Ｐ,"（アイドル大好きな芸能人が司会をしている
ラジオに、雪歩が出演することになった……）",
workchr_0105_C_01_00_002(0),雪歩,うう、プロデューサ～～！,
workchr_0105_C_01_00_003(0),Ｐ,"どうしたんだ雪歩、緊張しているみたいだけど、
なにかあったのか？　司会の人は女性だろう？",
workchr_0105_C_01_00_004(0),雪歩,"そうなんですけど、そこじゃなくて～！
質問コーナーで、どう答えていいか分からなくて",
workchr_0105_C_01_00_005(0),雪歩,"『アイドルしてるなと思う時はどんな時？』
って質問の答えが、パッと思いつかないんですぅ……",
workchr_0105_C_01_00_006(0),雪歩,プロデューサー、どう答えればいいんでしょう……,
workchr_0105_C_01_00_007(0),Ｐ,"なるほど、そういうことか。
それなら……",
workchr_0105_C_01_00_008(0),選択肢,ライブのこと,
workchr_0105_C_01_00_009(0),選択肢,レッスンのこと,
workchr_0105_C_01_00_010(0),選択肢,番組の宣伝,
workchr_0105_C_01_00_011(0),選択肢,自己紹介,
workchr_0105_C_01_00_012(0),Ｐ,"ライブのことなんてどうだ？
やっぱりアイドルといえば、ライブだろう",
workchr_0105_C_01_00_013(0),雪歩,"なるほど……。確かに、アイドルっぽいです！
プロデューサー、ありがとうございますぅ",
workchr_0105_C_01_00_014(0),ラジオ司会,"それでは、最後の質問行ってみましょ！
雪歩さん、アイドルしてる～って思う時はどんな時？",
workchr_0105_C_01_00_015(0),雪歩,"えっと、やっぱりライブの時です。ステージで、
たくさん歌って踊って、すごく楽しいんですぅ",
workchr_0105_C_01_00_016(0),ラジオ司会,"なるほど！　やっぱりライブって、ファンからしても
特別な空間なんだけど、アイドルもそうなのね～！",
workchr_0105_C_01_00_017(0),Ｐ,"（よし、いい感じだな！
司会の人も、すごく喜んでいるぞ）",
workchr_0105_C_01_00_018(0),Ｐ,"（ラジオ番組は終始盛り上がりを見せ、
高聴取率を叩き出した！）",
workchr_0105_C_01_00_019(0),Ｐ,"レッスンのことはどうだろう？
普段聞けないことを聞けて、面白いんじゃないか？",
workchr_0105_C_01_00_020(0),雪歩,"そうですね……。レッスンのことなんて、
あんまり話さないですもんね。分かりました～",
workchr_0105_C_01_00_021(0),ラジオ司会,"それでは、ここで雪歩さんに質問っ！
アイドルしてるな～って思うのはどんな時なの？",
workchr_0105_C_01_00_022(0),雪歩,"レッスンしている時ですね。
みんなと一緒だと、もっと頑張ろうって思いますぅ",
workchr_0105_C_01_00_023(0),ラジオ司会,"へぇ～。普段レッスンの話なんて、聞けないからね！
ひとりじゃなく、仲間と練習することが大事なんだね",
workchr_0105_C_01_00_024(0),Ｐ,"（お、いいんじゃないか？
司会の人も喜んでいる）",
workchr_0105_C_01_00_025(0),Ｐ,"（ラジオ番組はなごやかな雰囲気で無事終了し、
ファンからも好評だった）",
workchr_0105_C_01_00_026(0),Ｐ,"じゃあ、番組の宣伝なんてどうだ？
きっと喜んでもらえると思うよ",
workchr_0105_C_01_00_027(0),雪歩,"番組の宣伝ですか？
うーん、どんなことを宣伝すればいいんでしょう",
workchr_0105_C_01_00_028(0),ラジオ司会,"雪歩さんに質問のコーナー！　雪歩さん、
ズバリ、アイドルしてるって思うのはどんな時？",
workchr_0105_C_01_00_029(0),雪歩,"えっとえっと、この番組は毎週木曜日の、
この時間から放送してますぅ",
workchr_0105_C_01_00_030(0),ラジオ司会,"え、えーっと、雪歩さん。宣伝してくれるのは
ありがたいんだけど、アイドルのお話を聞きたいな",
workchr_0105_C_01_00_031(0),Ｐ,"（あんまりウケていないな……。
司会の人も困っているようだ）",
workchr_0105_C_01_00_032(0),Ｐ,"（結局、番組はたいして盛り上がらず
終わってしまった）",
workchr_0105_C_01_00_033(0),Ｐ,"ここは自己紹介だ。
ちゃんと名乗るのは、アイドルの基本だろう？",
workchr_0105_C_01_00_034(0),雪歩,"そうなんですか？
うーん、自己紹介は違う気がしますけど……",
workchr_0105_C_01_00_035(0),ラジオ司会,"次で最後の質問です！　雪歩さんが
アイドルしてるな～って思うのはどんな時？",
workchr_0105_C_01_00_036(0),雪歩,"ええっと、自己紹介してるときですぅ。
私、萩原雪歩って言うんですけど……",
workchr_0105_C_01_00_037(0),ラジオ司会,"いやいやいや、知ってるって！
もー、雪歩さんどうしちゃったの？",
workchr_0105_C_01_00_038(0),Ｐ,"（しまった、滑ってしまったみたいだ。
司会の人が呆れてしまった……）",
workchr_0105_C_01_00_039(0),Ｐ,"（司会のフォローもあり、番組は何とか終わったが、
全然盛り上がらなかった……）",
workchr_0105_C_01_00_040(0),Ｐ,（今回の仕事は成功だ！）,
workchr_0105_C_01_00_041(0),Ｐ,（今回の仕事は失敗だ。次こそは！）,
Idolchr_0105_B_20_01_001(0),Ｐ,（休憩中の雪歩に声をかけてみよう……）,
Idolchr_0105_B_20_01_002(0),Ｐ,雪歩、最近の調子はどうだ？,
Idolchr_0105_B_20_01_003(0),雪歩,"プロデューサー。あの、実は私、
最近気になる人がいて……",
Idolchr_0105_B_20_01_004(0),Ｐ,"え、気になる人？
そ、それって誰なんだ？",
Idolchr_0105_B_20_01_005(0),雪歩,"凛世ちゃんなんですけど、
もっとお話ししたいなって思ってるんですぅ",
Idolchr_0105_B_20_01_006(0),Ｐ,"気になる人って……凛世のことだったのか。
凛世の気になるところといえば……",
Idolchr_0105_B_20_01_007(0),選択肢,茶道,
Idolchr_0105_B_20_01_008(0),選択肢,少女漫画好き,
Idolchr_0105_B_20_01_009(0),選択肢,和服,
Idolchr_0105_B_20_01_010(0),Ｐ,凛世の趣味が茶道ってところか？,
Idolchr_0105_B_20_01_011(0),雪歩,"はい！　凛世ちゃんといろいろなお茶の話を
してみたいな、って思っています～♪",
Idolchr_0105_B_20_01_012(0),Ｐ,少女漫画が好きってところか？,
Idolchr_0105_B_20_01_013(0),雪歩,"はい。凛世ちゃんのおすすめの少女漫画とか
教えてもらいたいです～",
Idolchr_0105_B_20_01_014(0),Ｐ,和服を着ているところか？,
Idolchr_0105_B_20_01_015(0),雪歩,"そうですね。凛世ちゃんって和服姿が
とっても似合ってますよね",
Idolchr_0105_B_20_01_016(0),Ｐ,"それじゃあ、今度凛世と
一緒にお茶をしたらどうだ？",
Idolchr_0105_B_20_01_017(0),雪歩,"分かりました～。
少し緊張しますけど、頑張ってお話ししてみますね",
Idolchr_0105_B_20_02_001(0),Ｐ,"（次の仕事まで時間が空いたので、
雪歩がいるという公園に来た）",
Idolchr_0105_B_20_02_002(0),,ダッダッダッ……！,
Idolchr_0105_B_20_02_003(0),雪歩,"ひぅっ！？　い、犬が追いかけて……。
だ、誰か～！　助けてください～っ！",
Idolchr_0105_B_20_02_004(0),Ｐ,"ゆ、雪歩！？
待ってろ、すぐに助ける！",
Idolchr_0105_B_20_02_005(0),Ｐ,大丈夫か、雪歩？,
Idolchr_0105_B_20_02_006(0),雪歩,"は、はい……ありがとうございます～。
プロデューサーは命の恩人ですぅ",
Idolchr_0105_B_20_02_007(0),Ｐ,"雪歩が無事でよかったよ。それにしても、
どうして犬に追いかけられていたんだ？",
Idolchr_0105_B_20_02_008(0),雪歩,"パンを食べようとしたら、犬が集まって来ちゃって。
ど、どうしたら犬が平気になるんでしょうか……",
Idolchr_0105_B_20_02_009(0),Ｐ,犬を克服する方法か。うーん……,
Idolchr_0105_B_20_02_010(0),選択肢,ぬいぐるみ,
Idolchr_0105_B_20_02_011(0),選択肢,犬の写真,
Idolchr_0105_B_20_02_012(0),選択肢,犬の鳴き声ＣＤ,
Idolchr_0105_B_20_02_013(0),Ｐ,"ぬいぐるみから始めるのはどうだ？
抱っこをしたり撫でても、吠えないからな",
Idolchr_0105_B_20_02_014(0),雪歩,"あ、それなら大丈夫そうです……。
わ、分かりました。さっそく試してみますね",
Idolchr_0105_B_20_02_015(0),Ｐ,"犬の写真を見るのはどうだ？
写真なら追いかけられる心配はないだろう",
Idolchr_0105_B_20_02_016(0),雪歩,"そ、そうですね……。写真なら吠えたりもしないし
なんとか大丈夫だと思いますぅ",
Idolchr_0105_B_20_02_017(0),Ｐ,"犬の鳴き声ＣＤを聞くのはどうだ？
催眠療法のイメージで、寝る時にＣＤをかけるんだ",
Idolchr_0105_B_20_02_018(0),雪歩,"ひぅっ！　い、犬の鳴き声を聞きながら寝るなんて、
うなされそうですぅ～！",
Idolchr_0105_B_20_02_019(0),雪歩,"犬も１匹だけなら我慢できますけど……
た、たくさんいるのは……",
Idolchr_0105_B_20_02_020(0),Ｐ,"そうだな。無理をせず、
ゆっくりでいいから慣れていこう",
Idolchr_0105_B_20_03_001(0),Ｐ,（ラジオをつけながら、仕事をしていると……）,
Idolchr_0105_B_20_03_002(0),雪歩,"あ、このラジオ……最近、人気なんですよ～。
トークが面白くて、私もたまに聞いているんです",
Idolchr_0105_B_20_03_003(0),Ｐ,"そうなのか。確かに軽快なトークで、
話題の幅も広くて面白いな",
Idolchr_0105_B_20_03_004(0),雪歩,"私はあまりおしゃべりは得意じゃないので、
うらやましいですぅ～",
Idolchr_0105_B_20_03_005(0),Ｐ,"おしゃべりが得意じゃなくても、
雪歩らしさを発信すればいいんだよ",
Idolchr_0105_B_20_03_006(0),Ｐ,"もし、雪歩がラジオ番組で、
コーナーを持つとしたら……",
Idolchr_0105_B_20_03_007(0),選択肢,詩を作る,
Idolchr_0105_B_20_03_008(0),選択肢,お茶を淹れる,
Idolchr_0105_B_20_03_009(0),選択肢,穴掘り特集,
Idolchr_0105_B_20_03_010(0),Ｐ,"お題に沿った詩を即興で作るコーナーなんて、
いいんじゃないか？",
Idolchr_0105_B_20_03_011(0),雪歩,"わぁ～！　とっても楽しそうですぅ！
どんなお題が出るのか、ドキドキしちゃいますね♪",
Idolchr_0105_B_20_03_012(0),Ｐ,"雪歩はお茶が好きだから、
お茶を淹れるコーナーがピッタリじゃないか？",
Idolchr_0105_B_20_03_013(0),雪歩,"ら、ラジオだから、淹れているところは見せられ
ませんが……が、頑張ってお茶の魅力を伝えますね！",
Idolchr_0105_B_20_03_014(0),Ｐ,"穴掘り特集を組んだら、
雪歩のファンが喜ぶこと間違いなしだぞ！",
Idolchr_0105_B_20_03_015(0),雪歩,"な、なんだか地味な気がしますが……。ファンの
みんなが喜んでくれるなら、頑張りますぅ～！",
Idolchr_0105_B_20_03_016(0),Ｐ,"でも、雪歩のトークが好きってファンも多いと思う。
今度、挑戦してみようか",
Idolchr_0105_B_20_03_017(0),雪歩,"わ、分かりましたぁ。か、考えるだけでも、
緊張しますけど……。何事も挑戦、ですよねっ！",
Idolchr_0105_B_20_04_001(0),Ｐ,"（雪歩の仕事が終わり、事務所に戻る前に、
カフェで休憩することになった）",
Idolchr_0105_B_20_04_002(0),Ｐ,"ふぅ……。こういう店のお茶って、
やっぱり海外とサイズが違うな",
Idolchr_0105_B_20_04_003(0),雪歩,"テレビで見たことがありますけど……。
海外の飲み物って、そんなに大きいんですか？",
Idolchr_0105_B_20_04_004(0),Ｐ,"飲み物もそうだし、食べ物も大きかったよ。
なんでも大きいせいか、みんな体格もいいし",
Idolchr_0105_B_20_04_005(0),雪歩,"体格がいい、ってことは……
スタイルのいい女の人も多いんですか？",
Idolchr_0105_B_20_04_006(0),雪歩,"ひ、ひんそーでちんちくりんな私も、
海外で暮らせば大きくなったりするんでしょうか！？",
Idolchr_0105_B_20_04_007(0),Ｐ,ず、随分と前のめりだな。うーん、そうだな……,
Idolchr_0105_B_20_04_008(0),選択肢,今のままでいい,
Idolchr_0105_B_20_04_009(0),選択肢,そうかもしれない,
Idolchr_0105_B_20_04_010(0),選択肢,横に大きくなるかも,
Idolchr_0105_B_20_04_011(0),Ｐ,"無理に大きくなろうとしなくても、
雪歩は今のままでいいよ",
Idolchr_0105_B_20_04_012(0),雪歩,"あ、ありがとうございますぅ。プロデューサーが
そう言ってくれるなら、このままでもいいかも……",
Idolchr_0105_B_20_04_013(0),Ｐ,"食べる量も、暮らし自体も変わるわけだし、
そうかもしれないな",
Idolchr_0105_B_20_04_014(0),雪歩,"や、やっぱり、そうですよね。
私もいつか、海外に行きたいなぁ……",
Idolchr_0105_B_20_04_015(0),Ｐ,"大きくなると言っても、
横に大きくなるかもしれないぞ？",
Idolchr_0105_B_20_04_016(0),雪歩,"はうっ！　そ、それはちょっと……。
うう……やっぱり、そう簡単にはいきませんよね……",
Idolchr_0105_B_20_04_017(0),Ｐ,"憧れを持つのはいいけど、雪歩は十分魅力的だ。
雪歩にしかない魅力を大切にしていこうな",
Idolchr_0105_B_20_04_018(0),雪歩,は、はい。ありがとうございますぅ,
Idolchr_0105_B_20_05_001(0),Ｐ,"（雪歩がテレビの『和風カフェ』特集を見ながら、
熱心にメモを取っている）",
Idolchr_0105_B_20_05_002(0),Ｐ,"お茶の淹れ方をメモしているのか？
今のままでも、十分な気がするけど……",
Idolchr_0105_B_20_05_003(0),雪歩,"えっと、ルミナスのみんなの好みに合わせたくて、
お茶のレパートリーを増やそうと思ったんですぅ",
Idolchr_0105_B_20_05_004(0),雪歩,"プロデューサーは、
何か飲みたいものとかありますか？",
Idolchr_0105_B_20_05_005(0),Ｐ,"飲みたいものか。
今の気分だと、そうだな……",
Idolchr_0105_B_20_05_006(0),選択肢,紅茶,
Idolchr_0105_B_20_05_007(0),選択肢,コーヒー,
Idolchr_0105_B_20_05_008(0),選択肢,オレンジジュース,
Idolchr_0105_B_20_05_009(0),Ｐ,紅茶を飲みたいかな,
Idolchr_0105_B_20_05_010(0),雪歩,"紅茶なら日本茶と淹れ方が似ているので、
自信ありますっ！　楽しみにしててくださいね♪",
Idolchr_0105_B_20_05_011(0),Ｐ,コーヒーが飲みたいかな,
Idolchr_0105_B_20_05_012(0),雪歩,"コーヒーの淹れ方は、難しいですが……。
プロデューサーのために、頑張りますねっ！",
Idolchr_0105_B_20_05_013(0),Ｐ,"オレンジジュースが飲みたいかな。
疲れた時は甘いものが欲しくなるんだよな",
Idolchr_0105_B_20_05_014(0),雪歩,"お、オレンジジュースは、
コップに注ぐだけじゃないですか～！",
Idolchr_0105_B_20_05_015(0),Ｐ,"でも、雪歩の日本茶が一番心が落ち着くよ。
毎日でも飲みたいくらいだ",
Idolchr_0105_B_20_05_016(0),雪歩,"え……えええっ！？
ま、毎日なんて……そ、そんな……",
Idolchr_0105_B_20_05_017(0),雪歩,"は、はいっ！　誠心誠意、プロデューサーに
毎日おちゅ……お茶をお淹れしますぅ～！",
Idolchr_0105_B_20_06_001(0),Ｐ,"（雪歩の仕事が終わった後、
気分転換を兼ねて公園に散歩に来た）",
Idolchr_0105_B_20_06_002(0),雪歩,"ふぅ……結構歩きましたね。
でも、すごく気分がリフレッシュされましたぁ",
Idolchr_0105_B_20_06_003(0),Ｐ,"雪歩、疲れたんじゃないか？
飲み物でも買ってくるから、待っていてくれ",
Idolchr_0105_B_20_06_004(0),Ｐ,（ええと、何にしようかな……）,
Idolchr_0105_B_20_06_005(0),選択肢,お茶,
Idolchr_0105_B_20_06_006(0),選択肢,水,
Idolchr_0105_B_20_06_007(0),選択肢,炭酸,
Idolchr_0105_B_20_06_008(0),Ｐ,雪歩、飲み物を買ってきたぞ,
Idolchr_0105_B_20_06_009(0),雪歩,"プロデューサー、ありがとうございます～♪
このお茶、好きなんです！",
Idolchr_0105_B_20_06_010(0),Ｐ,（よし！　すごく喜んでくれているな……！）,
Idolchr_0105_B_20_06_011(0),Ｐ,雪歩、飲み物を買ってきたぞ,
Idolchr_0105_B_20_06_012(0),雪歩,"ありがとうございます、プロデューサー。
くたびれた時は、普通のお水がおいしいですね",
Idolchr_0105_B_20_06_013(0),Ｐ,（ふう、どうやら喜んでくれたみたいだ）,
Idolchr_0105_B_20_06_014(0),Ｐ,雪歩、飲み物を買ってきたぞ,
Idolchr_0105_B_20_06_015(0),雪歩,"あ、ありがとうございます……
でも今は炭酸、飲めない気分かも……",
Idolchr_0105_B_20_06_016(0),Ｐ,（うーん、あまり喜んでくれなかったみたいだ……）,
Idolchr_0105_B_20_07_001(0),Ｐ,"雪歩、次の仕事まで時間があるから、
ゲームセンターで時間を潰そうか",
Idolchr_0105_B_20_07_002(0),Ｐ,何か気になるゲームはあるか？,
Idolchr_0105_B_20_07_003(0),雪歩,"え、えっと……いろんなゲームがたくさんあって、
ど、どれができるか、わかりません……",
Idolchr_0105_B_20_07_004(0),Ｐ,それじゃあ、このゲームはどうだ？,
Idolchr_0105_B_20_07_005(0),選択肢,リズムゲーム,
Idolchr_0105_B_20_07_006(0),選択肢,クレーンゲーム,
Idolchr_0105_B_20_07_007(0),選択肢,シューティング,
Idolchr_0105_B_20_07_008(0),Ｐ,リズムゲームで俺と勝負だ！,
Idolchr_0105_B_20_07_009(0),雪歩,"ええっ、プロデューサーと勝負ですか～！？
じ、自信ないけど……や、やってみますぅ～！",
Idolchr_0105_B_20_07_010(0),Ｐ,"（予想よりも難しくて、二人ともスコアがボロボロ
だったが、雪歩はかなり楽しんでくれたようだ）",
Idolchr_0105_B_20_07_011(0),Ｐ,"クレーンゲームをやってみないか？
お菓子とかぬいぐるみとか、いろんな種類があるぞ",
Idolchr_0105_B_20_07_012(0),雪歩,"わあ、面白そうですぅ！　これなら私にも
できるかも……。やってみますねっ！",
Idolchr_0105_B_20_07_013(0),Ｐ,"（雪歩は終始楽しそうに、クレーンゲームを
プレイしていた。どうやら気に入ったみたいだな）",
Idolchr_0105_B_20_07_014(0),Ｐ,"シューティングゲームをやってみないか？
ほら、協力プレイもできるみたいだぞ",
Idolchr_0105_B_20_07_015(0),雪歩,"こ、これってゾンビを倒すやつですよね？
ううっ、こ、怖いけど、……やっぱり怖いですぅ！",
Idolchr_0105_B_20_07_016(0),Ｐ,"（雪歩はゾンビに怯えてしまい、
あまり楽しめなかったようだ……）",
Idolchr_0105_B_20_08_001(0),Ｐ,"なあ、雪歩。最近ルミナスの中で、
モノマネが流行っているって聞いたぞ",
Idolchr_0105_B_20_08_002(0),Ｐ,雪歩が得意なモノマネはあるのか？,
Idolchr_0105_B_20_08_003(0),雪歩,"は、はい……実はこっそり家で練習してて。
チャレンジするので、当ててみてください～！",
Idolchr_0105_B_20_08_004(0),雪歩,"『私は人をときめかせる存在でありたい。
アイドルとして、全力を尽くすことを誓おう！』",
Idolchr_0105_B_20_08_005(0),Ｐ,わかったぞ！　雪歩がモノマネをしたのは……,
Idolchr_0105_B_20_08_006(0),選択肢,咲耶,
Idolchr_0105_B_20_08_007(0),選択肢,凛世,
Idolchr_0105_B_20_08_008(0),選択肢,きらり,
Idolchr_0105_B_20_08_009(0),Ｐ,咲耶だろ？　そっくりで、驚いたよ,
Idolchr_0105_B_20_08_010(0),雪歩,"えへへ、そんなに似ていましたか～？
今度みんなの前で、披露してみますねっ！",
Idolchr_0105_B_20_08_011(0),Ｐ,（よし、無事に当てられたぞ！）,
Idolchr_0105_B_20_08_012(0),Ｐ,多分……凛世だ！,
Idolchr_0105_B_20_08_013(0),雪歩,"違いますぅ～！
ま、真ちゃんは当ててくれたのに……うう……",
Idolchr_0105_B_20_08_014(0),Ｐ,（どうやら違ったみたいだ……）,
Idolchr_0105_B_20_08_015(0),Ｐ,うーん……きらりか……？,
Idolchr_0105_B_20_08_016(0),雪歩,"ぜ、全然キャラが違います～！
わ、私って、そんなにモノマネが下手なのかな……",
Idolchr_0105_B_20_08_017(0),Ｐ,"（しまった！
自信を無くさせてしまったようだ……）",
Idolchr_0105_C_30_01_001(0),Ｐ,"（雪歩の仕事終わり、
気分転換を兼ねて出かけることにした……）",
